time,open,high,low,close,volume
2023-04-05 20:00:00,184.67,184.67,184.0,184.19,149553
2023-04-05 19:45:00,184.96,184.97,184.67,184.67,41749
2023-04-05 19:30:00,185.13,185.15,184.91,184.95,22222
2023-04-05 19:15:00,185.01,185.1,184.95,185.0999,41161
2023-04-05 19:00:00,185.118,185.1299,185.01,185.01,20042
2023-04-05 18:45:00,185.08,185.11,185.05,185.11,15883
2023-04-05 18:30:00,185.0301,185.52,185.01,185.14,31720
2023-04-05 18:15:00,185.25,185.33,185.04,185.06,49997
2023-04-05 18:00:00,185.05,185.3,185.04,185.26,43832
2023-04-05 17:45:00,185.06,185.12,185.04,185.05,29061
2023-04-05 17:30:00,185.24,185.28,185.04,185.06,45938
2023-04-05 17:15:00,185.2027,185.52,185.15,185.2204,60220
2023-04-05 17:00:00,185.2995,185.31,185.2,185.2,99954
2023-04-05 16:45:00,185.49,185.49,185.23,185.27,32927
2023-04-05 16:30:00,185.25,185.5,185.0,185.5,116844
2023-04-05 16:15:00,185.52,185.52,185.13,185.27,586626
2023-04-05 16:00:00,186.27,186.33,185.32,185.5,5932595
2023-04-05 15:45:00,185.41,186.28,185.15,186.275,4767108
2023-04-05 15:30:00,184.85,185.78,184.8383,185.4039,3697022
2023-04-05 15:15:00,185.99,186.04,184.82,184.8301,4151999
2023-04-05 15:00:00,186.09,186.59,185.825,185.985,2895640
2023-04-05 14:45:00,185.6601,186.5896,185.61,186.0815,3942594
2023-04-05 14:30:00,186.4894,186.82,185.65,185.66,3849280
2023-04-05 14:15:00,186.6,187.02,186.33,186.48,3903861
2023-04-05 14:00:00,185.9768,186.69,185.68,186.5999,3297730
2023-04-05 13:45:00,185.7284,186.07,185.4,185.9899,3142310
2023-04-05 13:30:00,185.9,186.34,185.7145,185.73,3969314
2023-04-05 13:15:00,185.4835,185.95,184.96,185.88,3661059
2023-04-05 13:00:00,185.32,185.83,184.95,185.47,3898902
2023-04-05 12:45:00,184.77,185.36,184.42,185.3299,2971004
2023-04-05 12:30:00,184.17,184.88,183.7701,184.7601,3757110
2023-04-05 12:15:00,184.72,185.05,184.07,184.15,3357032
2023-04-05 12:00:00,184.7905,185.19,184.33,184.715,3145931
2023-04-05 11:45:00,184.8,185.4084,184.23,184.81,4653444
2023-04-05 11:30:00,184.0301,185.15,183.91,184.7897,5675591
2023-04-05 11:15:00,184.875,185.08,183.76,184.0499,8732069
2023-04-05 11:00:00,187.01,187.0298,184.8,184.8899,8799526
2023-04-05 10:45:00,187.3147,187.91,187.01,187.01,4695453
2023-04-05 10:30:00,187.8822,188.45,187.09,187.3039,6566435
2023-04-05 10:15:00,187.87,188.6,187.08,187.9,6610487
2023-04-05 10:00:00,188.13,189.1199,187.26,187.82,8297471
2023-04-05 09:45:00,190.515,190.68,188.06,188.1,9891529
2023-04-05 09:30:00,191.39,191.66,190.41,190.53,342143
2023-04-05 09:15:00,191.29,191.51,191.03,191.4,203646
2023-04-05 09:00:00,192.05,192.19,191.1,191.29,348423
2023-04-05 08:45:00,192.69,192.9,191.75,192.08,258997
2023-04-05 08:30:00,192.7,193.25,192.6,192.7,179565
2023-04-05 08:15:00,192.4515,194.0,191.1815,192.7,500342
2023-04-05 08:00:00,193.35,193.53,193.11,193.25,55102
2023-04-05 07:45:00,193.54,193.79,193.21,193.35,96369
2023-04-05 07:30:00,193.1,193.99,192.86,193.58,185273
2023-04-05 07:15:00,192.0,193.35,191.92,193.11,121802
2023-04-05 07:00:00,191.83,192.1,191.83,191.96,18178
2023-04-05 06:45:00,191.59,191.8,191.5,191.8,8750
2023-04-05 06:30:00,191.57,191.68,191.57,191.6,6837
2023-04-05 06:15:00,191.55,191.57,191.5,191.57,3941
2023-04-05 06:00:00,191.58,191.69,191.43,191.47,5446
2023-04-05 05:45:00,191.43,191.53,191.41,191.45,4803
2023-04-05 05:30:00,191.53,191.6,191.37,191.46,9514
2023-04-05 05:15:00,191.43,191.69,191.33,191.49,9844
2023-04-05 05:00:00,191.16,191.47,190.99,191.39,23743
2023-04-05 04:45:00,191.42,191.6,191.18,191.25,21213
2023-04-05 04:30:00,191.94,191.96,191.39,191.45,18119
2023-04-05 04:15:00,192.35,192.4,191.66,192.0,38086
2023-04-04 20:00:00,192.58,192.8,192.5,192.75,94835
2023-04-04 19:45:00,192.4792,192.64,192.47,192.6,37576
2023-04-04 19:30:00,192.4699,192.5,192.3,192.47,26008
2023-04-04 19:15:00,192.37,192.48,192.36,192.47,26982
2023-04-04 19:00:00,192.39,192.45,192.37,192.39,16693
2023-04-04 18:45:00,192.33,192.45,192.26,192.38,15265
2023-04-04 18:30:00,192.32,192.35,192.25,192.35,23960
2023-04-04 18:15:00,192.26,192.41,192.23,192.34,26250
2023-04-04 18:00:00,192.34,192.34,192.2,192.26,22776
2023-04-04 17:45:00,192.28,192.3386,192.25,192.2831,22776
2023-04-04 17:30:00,192.4,192.41,192.26,192.29,28380
2023-04-04 17:15:00,192.48,192.55,192.3302,192.41,158992
2023-04-04 17:00:00,192.59,192.6,192.5,192.53,22759
2023-04-04 16:45:00,192.59,192.65,192.5,192.6,38730
2023-04-04 16:30:00,192.5,192.7,192.49,192.6399,71081
2023-04-04 16:15:00,192.66,192.7,192.45,192.53,506128
2023-04-04 16:00:00,191.28,192.68,191.03,192.68,5534964
2023-04-04 15:45:00,191.05,194.62,190.85,191.2401,2743564
2023-04-04 15:30:00,191.295,191.62,191.0101,191.0401,2895294
2023-04-04 15:15:00,190.87,191.3,190.32,191.2839,4128510
2023-04-04 15:00:00,191.55,191.67,190.86,190.8862,2469136
2023-04-04 14:45:00,191.25,191.6492,190.9,191.5485,3046649
2023-04-04 14:30:00,192.13,192.33,191.2,191.2599,2872140
2023-04-04 14:15:00,192.3,192.477,191.75,192.1001,2654867
2023-04-04 14:00:00,191.96,192.5975,191.75,192.29,2733996
2023-04-04 13:45:00,192.1464,192.72,191.8976,191.95,3224046
2023-04-04 13:30:00,191.615,192.37,191.6,192.1301,3126066
2023-04-04 13:15:00,192.05,192.0699,191.3,191.6099,2720008
2023-04-04 13:00:00,192.28,192.49,191.93,192.02,2879777
2023-04-04 12:45:00,191.64,192.47,191.2,192.2906,3471422
2023-04-04 12:30:00,191.23,191.88,190.69,191.6393,3640230
2023-04-04 12:15:00,191.63,192.29,191.03,191.24,4208465
2023-04-04 12:00:00,191.42,191.99,191.1222,191.6299,3357356
2023-04-04 11:45:00,191.2,191.7399,190.7,191.41,4396900
2023-04-04 11:30:00,191.78,191.84,190.5904,191.2283,5769061
2023-04-04 11:15:00,192.69,193.28,191.371,191.7897,5141098
2023-04-04 11:00:00,192.84,195.8,192.3,192.69,4594221
2023-04-04 10:45:00,193.73,194.06,192.27,192.82,6348180
2023-04-04 10:30:00,195.85,196.0,192.8,193.72,8207683
2023-04-04 10:15:00,194.98,195.87,194.44,195.85,7212502
2023-04-04 10:00:00,194.08,195.28,193.47,194.98,10039764
2023-04-04 09:45:00,197.32,198.7446,193.95,194.08,13245958
2023-04-04 09:30:00,196.59,197.45,196.44,197.31,350781
2023-04-04 09:15:00,197.06,197.14,196.35,196.6,222883
2023-04-04 09:00:00,196.4987,197.15,196.25,197.0001,265519
2023-04-04 08:45:00,196.87,197.0,196.25,196.5,292502
2023-04-04 08:30:00,196.44,196.88,196.2654,196.87,161192
2023-04-04 08:15:00,197.15,197.8785,193.96,196.49,556145
2023-04-04 08:00:00,196.69,196.75,196.2,196.35,77839
2023-04-04 07:45:00,196.9,196.9,196.54,196.65,81921
2023-04-04 07:30:00,196.33,196.9,196.16,196.9,100941
2023-04-04 07:15:00,197.45,197.6,196.35,196.4,244768
2023-04-04 07:00:00,197.43,197.8,197.4,197.5,56141
2023-04-04 06:45:00,196.8,197.75,196.8,197.32,71878
2023-04-04 06:30:00,197.19,197.34,196.57,196.82,44632
2023-04-04 06:15:00,197.71,197.71,196.76,197.03,72808
2023-04-04 06:00:00,197.79,197.95,197.63,197.76,48879
2023-04-04 05:45:00,197.6,198.0,197.36,197.74,83861
2023-04-04 05:30:00,196.58,197.81,196.54,197.6,118726
2023-04-04 05:15:00,196.15,196.59,196.04,196.54,38346
2023-04-04 05:00:00,195.72,196.27,195.72,196.19,49089
2023-04-04 04:45:00,195.18,195.72,195.17,195.7,40837
2023-04-04 04:30:00,194.92,195.2,194.92,195.18,25436
2023-04-04 04:15:00,194.51,195.71,193.39,194.91,72313
2023-04-03 20:00:00,194.3601,194.3999,193.11,193.2,175150
2023-04-03 19:45:00,194.45,194.45,194.31,194.38,39141
2023-04-03 19:30:00,194.31,194.55,194.31,194.47,41055
2023-04-03 19:15:00,194.34,194.37,194.25,194.36,50852
2023-04-03 19:00:00,194.56,194.58,194.25,194.29,62933
2023-04-03 18:45:00,194.55,194.89,194.51,194.5599,41814
2023-04-03 18:30:00,194.58,194.65,194.5,194.54,52935
2023-04-03 18:15:00,194.58,194.62,194.5,194.53,29202
2023-04-03 18:00:00,194.7,194.75,194.57,194.57,36898
2023-04-03 17:45:00,194.87,194.87,194.62,194.69,33055
2023-04-03 17:30:00,194.82,194.89,194.8,194.82,49916
2023-04-03 17:15:00,194.89,194.89,194.66,194.8199,57163
2023-04-03 17:00:00,194.5,194.94,194.5,194.89,177060
2023-04-03 16:45:00,194.6,194.62,194.5,194.52,99798
2023-04-03 16:30:00,194.66,194.77,194.55,194.6015,79936
2023-04-03 16:15:00,194.78,195.0,194.5,194.64,685820
2023-04-03 16:00:00,194.7,195.29,194.37,194.75,6318900
2023-04-03 15:45:00,194.346,195.06,194.16,194.71,4682461
2023-04-03 15:30:00,194.3407,194.8,194.15,194.3501,3982114
2023-04-03 15:15:00,194.314,194.72,194.02,194.35,4229650
2023-04-03 15:00:00,193.46,194.489,193.46,194.3,4798602
2023-04-03 14:45:00,193.44,193.9197,193.15,193.4701,4014081
2023-04-03 14:30:00,192.8484,193.72,192.64,193.4201,4068804
2023-04-03 14:15:00,192.7,193.0899,192.2,192.8313,4438222
2023-04-03 14:00:00,192.8916,192.94,192.2,192.705,5084149
2023-04-03 13:45:00,193.225,193.66,192.72,192.9014,4940778
2023-04-03 13:30:00,194.24,194.3299,193.15,193.2299,4566028
2023-04-03 13:15:00,194.32,194.498,193.58,194.23,5122900
2023-04-03 13:00:00,195.18,195.49,194.3,194.3295,3299092
2023-04-03 12:45:00,195.56,195.64,194.85,195.1843,3339737
2023-04-03 12:30:00,195.67,196.04,194.83,195.5625,4869084
2023-04-03 12:15:00,194.89,195.84,194.5,195.67,4676718
2023-04-03 12:00:00,193.9168,194.95,193.84,194.89,4388255
2023-04-03 11:45:00,194.6852,194.99,193.85,193.9,5417496
2023-04-03 11:30:00,194.51,195.36,194.33,194.6701,5685834
2023-04-03 11:15:00,194.26,195.37,193.8301,194.5215,7102747
2023-04-03 11:00:00,196.5295,196.89,194.23,194.2591,8997933
2023-04-03 10:45:00,196.95,197.44,196.43,196.53,6483096
2023-04-03 10:30:00,196.19,198.23,196.12,196.93,9344346
2023-04-03 10:15:00,198.29,198.6,195.5659,196.14,11096066
2023-04-03 10:00:00,200.32,200.87,197.44,198.2699,12076630
2023-04-03 09:45:00,199.91,202.6897,199.02,200.335,15386293
2023-04-03 09:30:00,201.02,201.27,199.9,199.92,558703
2023-04-03 09:15:00,201.12,201.86,200.8,201.02,667009
2023-04-03 09:00:00,200.7,201.18,200.37,201.1,424733
