time,open,high,low,close,volume
2023-04-05 20:00:00,100.9301,101.0,100.88,100.94,18768
2023-04-05 19:45:00,100.95,101.0,100.92,100.95,4666
2023-04-05 19:30:00,100.93,101.01,100.93,101.01,6580
2023-04-05 19:15:00,100.99,101.0,100.91,101.0,6573
2023-04-05 19:00:00,100.97,101.03,100.91,101.0,12462
2023-04-05 18:45:00,101.04,101.04,100.88,100.98,10848
2023-04-05 18:30:00,100.95,101.04,100.95,101.0056,9876
2023-04-05 18:15:00,101.02,101.05,100.95,100.95,14628
2023-04-05 18:00:00,101.01,101.02,100.98,101.0,6039
2023-04-05 17:45:00,101.04,101.05,101.0,101.02,13033
2023-04-05 17:30:00,101.04,101.06,101.01,101.05,8665
2023-04-05 17:15:00,101.05,101.1,101.02,101.02,12071
2023-04-05 17:00:00,101.04,101.08,101.02,101.06,60975
2023-04-05 16:45:00,100.96,101.09,100.96,101.08,25516
2023-04-05 16:30:00,101.08,101.08,100.81,100.96,74529
2023-04-05 16:15:00,101.1,101.1651,101.08,101.1,1092205
2023-04-05 16:00:00,101.5,101.51,101.03,101.1,3613417
2023-04-05 15:45:00,101.15,101.51,101.1112,101.4982,1399194
2023-04-05 15:30:00,101.045,101.33,101.01,101.135,1103600
2023-04-05 15:15:00,101.43,101.4391,101.01,101.04,1345522
2023-04-05 15:00:00,101.49,101.63,101.415,101.434,689722
2023-04-05 14:45:00,101.39,101.68,101.37,101.495,1252662
2023-04-05 14:30:00,101.5814,101.67,101.37,101.3907,773026
2023-04-05 14:15:00,101.5414,101.75,101.44,101.5816,1126345
2023-04-05 14:00:00,101.425,101.6,101.38,101.5401,848611
2023-04-05 13:45:00,101.2701,101.46,101.2128,101.425,722290
2023-04-05 13:30:00,101.22,101.4371,101.16,101.28,894652
2023-04-05 13:15:00,101.195,101.395,101.07,101.2124,951733
2023-04-05 13:00:00,101.2101,101.26,101.065,101.19,942884
2023-04-05 12:45:00,101.14,101.295,100.98,101.2128,926221
2023-04-05 12:30:00,101.08,101.3,100.96,101.15,908868
2023-04-05 12:15:00,101.27,101.27,100.9427,101.0619,956980
2023-04-05 12:00:00,101.34,101.53,101.1618,101.265,1150150
2023-04-05 11:45:00,101.37,101.62,101.3,101.34,1250527
2023-04-05 11:30:00,101.26,101.4796,101.25,101.365,1244348
2023-04-05 11:15:00,100.97,101.32,100.7506,101.26,1598819
2023-04-05 11:00:00,101.41,101.435,100.945,100.97,1927595
2023-04-05 10:45:00,101.6,101.73,101.3516,101.41,1928748
2023-04-05 10:30:00,101.91,102.03,101.58,101.6099,2003675
2023-04-05 10:15:00,102.75,102.92,101.79,101.92,3127564
2023-04-05 10:00:00,102.84,102.9599,102.4301,102.715,2411827
2023-04-05 09:45:00,103.91,103.91,102.675,102.8399,3974726
2023-04-05 09:30:00,104.1,104.11,103.85,103.95,52363
2023-04-05 09:15:00,104.05,104.22,103.95,104.12,73814
2023-04-05 09:00:00,104.04,104.09,103.98,104.08,35590
2023-04-05 08:45:00,104.13,104.15,103.88,104.1,109227
2023-04-05 08:30:00,103.8,104.24,103.7,104.06,76957
2023-04-05 08:15:00,103.8265,104.3,103.6,103.79,79678
2023-04-05 08:00:00,103.77,103.81,103.77,103.79,6736
2023-04-05 07:45:00,103.76,103.8,103.66,103.79,8352
2023-04-05 07:30:00,103.69,103.85,103.69,103.75,16374
2023-04-05 07:15:00,103.94,103.95,103.66,103.66,18376
2023-04-05 07:00:00,103.85,103.9,103.85,103.9,1524
2023-04-05 06:45:00,103.84,103.93,103.72,103.85,3833
2023-04-05 06:30:00,103.77,103.84,103.72,103.84,4256
2023-04-05 06:15:00,103.78,103.78,103.67,103.67,781
2023-04-05 06:00:00,103.79,103.79,103.65,103.78,2790
2023-04-05 05:45:00,103.79,103.79,103.66,103.75,1161
2023-04-05 05:30:00,103.75,103.82,103.7,103.7,2392
2023-04-05 05:15:00,103.74,103.81,103.67,103.81,3076
2023-04-05 05:00:00,103.53,103.8,103.53,103.8,1554
2023-04-05 04:45:00,103.68,103.68,103.62,103.62,1185
2023-04-05 04:30:00,103.69,103.69,103.69,103.69,928
2023-04-05 04:15:00,104.18,104.18,103.53,103.53,3280
2023-04-04 20:00:00,104.1499,104.21,104.1499,104.2,11585
2023-04-04 19:45:00,104.1,104.14,104.05,104.14,8842
2023-04-04 19:30:00,103.95,104.1,103.95,104.1,13029
2023-04-04 19:15:00,103.95,103.96,103.94,103.95,3082
2023-04-04 19:00:00,103.87,103.99,103.85,103.95,3854
2023-04-04 18:45:00,103.92,103.95,103.83,103.89,13942
2023-04-04 18:30:00,103.92,103.95,103.92,103.92,3790
2023-04-04 18:15:00,103.92,103.99,103.92,103.92,10198
2023-04-04 18:00:00,103.95,103.98,103.91,103.92,10822
2023-04-04 17:45:00,103.9118,103.98,103.91,103.93,4892
2023-04-04 17:30:00,103.97,103.97,103.91,103.95,4675
2023-04-04 17:15:00,103.9363,103.99,103.92,103.96,13197
2023-04-04 17:00:00,104.01,104.05,103.937,103.94,138138
2023-04-04 16:45:00,103.69,104.1,103.68,103.97,60141
2023-04-04 16:30:00,103.98,104.08,103.58,103.64,437393
2023-04-04 16:15:00,103.95,104.14,103.91,103.95,1130847
2023-04-04 16:00:00,103.76,104.02,103.5545,104.0,3454204
2023-04-04 15:45:00,103.95,104.05,103.695,103.75,1769001
2023-04-04 15:30:00,103.9216,104.2,103.87,103.9478,2401256
2023-04-04 15:15:00,103.67,103.95,103.515,103.925,1496308
2023-04-04 15:00:00,103.665,103.89,103.535,103.67,2094596
2023-04-04 14:45:00,103.125,103.69,103.0,103.6699,1690814
2023-04-04 14:30:00,103.37,103.38,103.0725,103.13,857010
2023-04-04 14:15:00,103.235,103.4199,103.2,103.365,703800
2023-04-04 14:00:00,103.2,103.42,103.08,103.255,1200661
2023-04-04 13:45:00,103.175,103.4,103.16,103.2056,1237231
2023-04-04 13:30:00,102.77,103.27,102.77,103.1799,1190558
2023-04-04 13:15:00,102.81,102.88,102.7,102.775,723432
2023-04-04 13:00:00,102.75,102.85,102.6324,102.8099,876190
2023-04-04 12:45:00,102.6091,102.82,102.56,102.747,792550
2023-04-04 12:30:00,102.31,102.68,102.11,102.61,1015620
2023-04-04 12:15:00,102.76,102.879,102.21,102.325,1052999
2023-04-04 12:00:00,102.62,102.9,102.61,102.75,1003531
2023-04-04 11:45:00,102.52,102.74,102.43,102.6199,880788
2023-04-04 11:30:00,102.52,102.59,102.17,102.54,1242466
2023-04-04 11:15:00,102.99,103.0001,102.25,102.525,1888400
2023-04-04 11:00:00,103.02,103.27,102.87,102.985,1351261
2023-04-04 10:45:00,103.23,103.52,102.95,103.0277,1597816
2023-04-04 10:30:00,103.51,103.54,102.7666,103.23,2002863
2023-04-04 10:15:00,102.67,103.77,102.66,103.51,3420016
2023-04-04 10:00:00,102.51,103.11,102.405,102.67,2118355
2023-04-04 09:45:00,102.75,103.08,102.4407,102.52,3245714
2023-04-04 09:30:00,103.12,103.12,102.64,102.75,81864
2023-04-04 09:15:00,103.19,103.26,103.04,103.12,67194
2023-04-04 09:00:00,103.26,103.3,103.13,103.17,50788
2023-04-04 08:45:00,103.33,103.38,103.24,103.27,30478
2023-04-04 08:30:00,103.46,103.46,103.24,103.35,48907
2023-04-04 08:15:00,102.8813,103.65,101.85,103.4,145075
2023-04-04 08:00:00,103.41,103.6,103.4,103.56,23627
2023-04-04 07:45:00,103.5,103.5,103.38,103.38,12913
2023-04-04 07:30:00,102.92,103.57,102.85,103.57,55067
2023-04-04 07:15:00,102.95,102.98,102.84,102.9,19844
2023-04-04 07:00:00,102.98,102.98,102.68,102.8,2199
